Product Name,Product Link,Product Image,Product Price,Product Details,Product Reviews Number
Lenovo V510 Bl...,/test-sites/e-commerce/allinone/product/89,/images/test-sites/e-commerce/items/cart2.png,$487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews
Acer Aspire 3...,/test-sites/e-commerce/allinone/product/91,/images/test-sites/e-commerce/items/cart2.png,$494.71,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",2 reviews
HP 250 G3,/test-sites/e-commerce/allinone/product/42,/images/test-sites/e-commerce/items/cart2.png,$520.99,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",13 reviews
Aspire E1-572G,/test-sites/e-commerce/allinone/product/36,/images/test-sites/e-commerce/items/cart2.png,$581.99,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",2 reviews
Dell Inspiron...,/test-sites/e-commerce/allinone/product/49,/images/test-sites/e-commerce/items/cart2.png,$679,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",7 reviews
Inspiron 15,/test-sites/e-commerce/allinone/product/39,/images/test-sites/e-commerce/items/cart2.png,$745.99,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",12 reviews
Asus ROG STRIX...,/test-sites/e-commerce/allinone/product/53,/images/test-sites/e-commerce/items/cart2.png,$899,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",7 reviews
Lenovo ThinkPa...,/test-sites/e-commerce/allinone/product/94,/images/test-sites/e-commerce/items/cart2.png,$1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",14 reviews
MSI GL72M 7RDX,/test-sites/e-commerce/allinone/product/97,/images/test-sites/e-commerce/items/cart2.png,$1099,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd",9 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/100,/images/test-sites/e-commerce/items/cart2.png,$1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews
Acer Predator...,/test-sites/e-commerce/allinone/product/103,/images/test-sites/e-commerce/items/cart2.png,$1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/106,/images/test-sites/e-commerce/items/cart2.png,$1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews
Acer Nitro 5 A...,/test-sites/e-commerce/allinone/product/109,/images/test-sites/e-commerce/items/cart2.png,$1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",14 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/112,/images/test-sites/e-commerce/items/cart2.png,$1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews
Lenovo Yoga 72...,/test-sites/e-commerce/allinone/product/114,/images/test-sites/e-commerce/items/cart2.png,$1149.73,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",12 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/117,/images/test-sites/e-commerce/items/cart2.png,$1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/119,/images/test-sites/e-commerce/items/cart2.png,$1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews
MSI GL62M 7REX...,/test-sites/e-commerce/allinone/product/122,/images/test-sites/e-commerce/items/cart2.png,$1199,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",12 reviews
Lenovo IdeaPad...,/test-sites/e-commerce/allinone/product/125,/images/test-sites/e-commerce/items/cart2.png,$1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",0 reviews
Asus VivoBook...,/test-sites/e-commerce/allinone/product/127,/images/test-sites/e-commerce/items/cart2.png,$1235.49,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",10 reviews
ThinkPad X230,/test-sites/e-commerce/allinone/product/41,/images/test-sites/e-commerce/items/cart2.png,$1244.99,"12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit",10 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/132,/images/test-sites/e-commerce/items/cart2.png,$1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews
Toshiba Porteg...,/test-sites/e-commerce/allinone/product/134,/images/test-sites/e-commerce/items/cart2.png,$1294.74,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",6 reviews
ThinkPad X240,/test-sites/e-commerce/allinone/product/35,/images/test-sites/e-commerce/items/cart2.png,$1311.99,"12.5"", Core i5-4300U, 8GB, 240GB SSD, Win7 Pro 64bit",12 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/139,/images/test-sites/e-commerce/items/cart2.png,$1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews
Apple MacBook...,/test-sites/e-commerce/allinone/product/142,/images/test-sites/e-commerce/items/cart2.png,$1347.78,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",11 reviews
Toshiba Porteg...,/test-sites/e-commerce/allinone/product/145,/images/test-sites/e-commerce/items/cart2.png,$1366.32,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",11 reviews
Asus ROG Strix...,/test-sites/e-commerce/allinone/product/147,/images/test-sites/e-commerce/items/cart2.png,$1399,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",10 reviews
Asus ROG Strix...,/test-sites/e-commerce/allinone/product/59,/images/test-sites/e-commerce/items/cart2.png,$1799,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",8 reviews
