Product Name,Product Link,Product Image,Product Price,Product Details,Product Reviews Number
Dell Inspiron...,/test-sites/e-commerce/allinone/product/111,/images/test-sites/e-commerce/items/cart2.png,$1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",2 reviews
MSI GP62M 7RDX...,/test-sites/e-commerce/allinone/product/113,/images/test-sites/e-commerce/items/cart2.png,$1149,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",11 reviews
Acer TravelMat...,/test-sites/e-commerce/allinone/product/116,/images/test-sites/e-commerce/items/cart2.png,$1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",0 reviews
MSI GS63 7RD S...,/test-sites/e-commerce/allinone/product/118,/images/test-sites/e-commerce/items/cart2.png,$1179,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",2 reviews
MSI GL62M 7REX,/test-sites/e-commerce/allinone/product/121,/images/test-sites/e-commerce/items/cart2.png,$1199,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",7 reviews
Toshiba Porteg...,/test-sites/e-commerce/allinone/product/124,/images/test-sites/e-commerce/items/cart2.png,$1203.41,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",13 reviews
ThinkPad Yoga,/test-sites/e-commerce/allinone/product/43,/images/test-sites/e-commerce/items/cart2.png,$1223.99,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",2 reviews
Asus ZenBook U...,/test-sites/e-commerce/allinone/product/129,/images/test-sites/e-commerce/items/cart2.png,$1239.2,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd",14 reviews
Apple MacBook...,/test-sites/e-commerce/allinone/product/131,/images/test-sites/e-commerce/items/cart2.png,$1260.13,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",8 reviews
Dell XPS 13,/test-sites/e-commerce/allinone/product/40,/images/test-sites/e-commerce/items/cart2.png,$1281.99,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",4 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/136,/images/test-sites/e-commerce/items/cart2.png,$1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews
Apple MacBook...,/test-sites/e-commerce/allinone/product/138,/images/test-sites/e-commerce/items/cart2.png,$1333,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",0 reviews
Dell Latitude...,/test-sites/e-commerce/allinone/product/141,/images/test-sites/e-commerce/items/cart2.png,$1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews
Lenovo ThinkPa...,/test-sites/e-commerce/allinone/product/144,/images/test-sites/e-commerce/items/cart2.png,$1362.24,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",12 reviews
Lenovo Legion...,/test-sites/e-commerce/allinone/product/56,/images/test-sites/e-commerce/items/cart2.png,$1399,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",8 reviews
Asus ROG Strix...,/test-sites/e-commerce/allinone/product/58,/images/test-sites/e-commerce/items/cart2.png,$1769,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",8 reviews
